name,id
Al-Pati Roba Youth Group,OJOXBxstvh6
Al-Rahman Shanta Abaq Womwne Group,L4S6x0RN71f
Al-Raqib Women Group,MbPKPmajJte
Al-Razzak Self Help Group,tqjSUwNSQOK
Al-Taqwa Self Help Group,qm9N6fovoiA
Al-fatah Youth group,u8FNRNu0cvv
Al-hudai self help group,lVL5i1VVAz8
Alakara Hiv W/W & O Sg,vPAUbGg4PzJ
Alakara Support Group,EU1qZSPG5QR
Alakara Women Group,h6unNhGOa9v
Alake Oyto Development,UIi7qe0UPFf
Alake Oyto Development Self Help Group,GDBwHNlilml
Alamagan Youth Group,LUKW3lEIsLA
Alara Kuja Development,GLgcLZFmY1j
Alaya Taxis Fast Travel Group,CfW8NGALMQG
Alego Tat Yien Women Group,eWgCMS0i9xy
Alekhwa Women Group,z1JA3Zn75vv
Aleles support group,X6xcZnfDFre
Alemun Self Help Group,eJeiAfWzZJ2
Alfa Women Group,EAx5zlhOGNM
Alfajiri Elf Help Group,H1lfvLFFKqX
Alfatah STD/HIV preachers community Based Organization,ivxT2lrhJ4R
Alfoua self help group,PKXMcRXTnjJ
Alfurqan Women Group,okltCuU3blc
Algas S.H.G,Jd9DdyhWpgd
Ali Galo Aids Awatreness Group,wqLQpG70Y4F
Ali Jarire Environmental Conservation Group,ogtCvo3G0bM
Ali Tagwa Cbo,LVPnitbcFMd
Alive,LFxVRafOmDi
Alkantar(Blessed)Development Org (Aldo),llzy8HaNqld
Alkara,UCeGARPjpTS
Alkheirat Group,RchD4QqsOUq
All Adult Negative,r5V7A5iHd4b
All Channels Youth Group,ubVsN9X5wuw
All Generations Initiative Support Group,Xy009d613HZ
All Saints Mothers Union,uSA2qWQIalI
Almomin Women Group,r3suWu7NGC4
Alnoor Youth Welfare,cxITjOlnsk2
Alnusrah Self help group,IxpHkpghozX
Aloe Production Marungu,asKoNyLshQY
Aloete Akitolosit  Women Group,uk6kmi9DSlV
Alpha & Omega Edu. & Counseling-,Vy9Yaqo1J3P
Alpha & Omega Edu. & counseling-,OOzG6HKV44w
Alpha Intergrated Elf Help Community Project,lNfdkFKgUmg
Alpha S.H.G,x7NOTP9GY2C
Alpha support Dev Programe,FeuR38wbDou
Alrowin shg,G9q6RC1veg5
Aluor Moyie Cbo,gs0vIadQTV9
Always,QoxtOml4HaN
Amachi Solutions Cbo,ANZKgFAkR8B
Amalemba Vision Youth Group,mmT2oecFT7N
Amalo green conservancy,Lh1Xu1u6nwz
Amani  Sagana Cbo,Uogc1K8DWNi
Amani CBO,QKJW2XrlePN
Amani Counselling Centre and Training Institute,oqFzaZxljJS
Amani FM-Garsen ,dCJnuv8AFvv
Amani Friends Shg,fVcPeP4RKGx
Amani Junior Support Group,DTQuTdYvKHr
Amani Kenya Initiative CBO,Xn7DICmkvMF
Amani Njorua S.H.G,QIa8NZEaapv
Amani Positive Living Club,aJCEMi8MYJ4
Amani Self Help Group,ApSJk6ySJ0U
Amani Sipili Hiv Project,ZJMAPXRwGV7
Amani Wigithie Cbo,PKY5imd6z4b
Amani Women Group,lKgSUguVxlZ
Amani Youth Group,Cgp2ayUP576
Amani Youth Group (Cbo),tVTnkixl3sl
Amatabekania W.G,sOhG19nshLi
Amatsi Cbo,Tx6e7NljhDp
Amazing People With Disability,yyWQsA8NdJ0
Amazing Starise Self Help Group,Ggtswi0sMEc
Amazing Youth Centre,D5D8fQkzsl4
Amazon  Theatrix Ensemble,cnSVku0F8yf
Amazon  theatrix ensemble,ejvnXhzJLHW
Ambana Theartre Group,cH8PLqYx3ka
Ambana sirende,krHmS9pi4xb
Ambassadors Of Hope,tpPfCFFgnXt
Ambassadors Of Hope S.G,Bk6c7QTkWKb
Ambassadors of Hope SHG,T038UghNVjp
Ambassanders Of Hope,wOP2wR1X2OB
Ambassinders Of Hope,AOilFPwweau
Ambassors of Hope Self Help Group,gnRgMLXXrnR
Ameana Theatre Group,jBQH1hzfth3
Ames Keen Women Group,XmbjYkNiCem
Amfama Theatre Group,AcsjCVGjyHI
Amikacin,l8dfp62O9nR
Amin Women Group,wc0mfid4dm9
Amina Support Group,U91TmX7nzSU
Amka Angaza Support Group,KDI7AoBLqO2
Amka Artist,wcbaM6OL9lt
Amka LEO Uishi self Help Group,T7xVQYzDd8G
Amka Twende Women Group,EriAUYG84Td
Amka Twende Youth Gp,J9J4IlMPMqV
Amka Twendeself Help Group,Qj46YGDSnI1
Amka women Group,sMBdbUwFa1l
Amkeni Bamba Youth Group,glwugmfWjwp
Amkeni CHWs shg,TcOvRVXJt3I
Amkeni Cbo,Q7oaS8FUI43
Amkeni Obaro Youth Group,ejsMmblMKYt
Amkeni Self Help Group,quHkgNg0qSh
Amkeni Women Group,gD8UAhbCRLj
Amongo Women Group,Lgo88jEdrqU
Amount  Condemned  ksh,DMZRmWMIq3f
Amount  Seized  ,OsoeFlv58aS
Amount De-ratted,T4pxhpFSlot
Amount Mollus.usd.,Wouqn4LgTBY
Amount Out of Supply Box ,zjbSdpRE5LC
Amount Withdrawn  to district store,StiDoPjxl34
Amount exempted (Kshs) ,XLgttth9yyK
Amount into Supply Box,SqjhFdcAZdy
Amount larvicd.usd,FcZ5m6oYaDq
Amount waived (Kshs),x52Lp06QEQq
Amoxylin/clavulanic acid(Augmentin),CzD1oQXf1Tu
Amoxyllin,ewP2FF7GO1Q
Ampicillin,IEEVF6GO62m
Ampicillin Resistant ,xu4xc3sbmaH
Ampicillin Sensitive,kCvse9yeDWS
Amresto,ajud531WaaS
Amu Island Water resource users association,lElp9MyIozC
Amua Adherence youth group,pnWynJQug9o
Amua Maisha Women Group,E7XKVRYiEC4
Amua Self Help Group,C6FvLEVNJEH
Amua Support Group,bdwGJshV2cE
Amua Women Group,LPXJ6PutlTc
Amua Young Women Cbo,xh0blIZW01t
Amua Youth Group,UASnret2hcQ
Amuaa Youth GROUP ,fLqTdaAIdif
Amuhila Cbo,cnEPA9Rf5Zi
Amuka B. Women Group,r0FCnrIt4rA
Amuka Men Self Help Group,EgLk6s2VWbI
Amukura Home Based Care,ieeOs12CBi3
Amukura Location Maendeleo ya wanawake,se0CQdnMbh7
Amukura Maendeleo Ya wanawake,ZPkUJTQlwCj
Amukura orphans and vulnerable faith based support group,QdGeRIMRtRm
Amurt,WEFys8S0nYU
Amuthetu Mwichwiri W.Group,KVN5w3OiuaX
Amuthetu Youth,ClYKSKMljK5
Amwamba muini,Si7WoN6JOCQ
Ananda Marga Universal Relief Team,nWf7Ibt1tRE
Anaphylaxis,LOS3AttfE73
Anchenge CBVT,US2TST02mWm
Andeka Men fighting Hv &Aids Self Help Group,hfoVifOwINr
Andeutech Learning Centre,LSbBjhdosoA
Andingo Manyo Yg,DtXUzlqQz70
Angaza Youth  Group,y0dafJfGiJx
Angazia Self Help Group,OsRVcfpF51A
Angels Women Group ,o7N5nJlimhC
Angles Leaders Cbo,U9bpQd6nAAo
Anglican Church (Ack) Diocese Of Kitale,vF0PYT5NfPz
Anglican Dev.Services,wuNZ7vQ8wZa
Anglican Development Services,xHYdCOThJSL
Anglican Development Services Pwani,usGTCcnbmuG
Aniga Cbo,DDuy6s6iWVN
Anjalu women group ,lsWYwb28cFc
Annalite Cbo,MKboHwPb4un
Annety Women Group,R8CDDya19av
"Annointed Nursery ,Youth & High",onqalAaLQp1
Anole credit and saving group,CBY9oT5UJkk
Anole pioner youth group,HvhZpFMYumj
Anole women group ,RUn0U5mhYad
Anqares Farmers Association,FpsmdCnXbrw
Anthamba ,Inf0HK63IFd
Antioch Victorious Shg,OjQjgpHvtuC
Antiokia,LRqgMJFqU4N
Antuambui CBVT,UFU1fjBmt6y
Anuno Self Help Group,pHIqh7nlxoT
Anuomu Self Help Group,KcDHM6rcyQ4
Anur Sany and Part ,iGI2AbHEq4o
Anyole Friends Progressive Group,nMIIN2OGIT8
Ap Welfare Subukia,sDZh0ib0byy
Apab Network,L1lXmIJSpWe
Apak Kuria,VxTfBwDhOqa
Apandwangi Shg,B48KxeIeyw9
Apatit/Murukuyan,BiFyObXp8A2
Apex Usafi Bora,O2aCgtrAEx8
Apostle Shg,HS1ivll4Ieu
Approximate Households served,NAxcr0PMxpQ
Arahuka Ifed Self Help Group,FDgLRcTF5Gt
Arahuka Mumbuyouth Cbo,zKsCpZkwDLd
Arahuka Plwhas Cbo,ELcqZPQRiGx
Arata Kiranga Cbo,AI1aRKZOLeD
Arawa Youth Group,ctRxsCwCbjJ
Arda Tambo Youth Association,RLkcemBNg4b
Aridland impact Devt org,FLLwOxJNWIa
Aringa Youth Group,N1KshZtobV7
Arise & Shine Youth Group,z08ycATau0b
Arise And Shine,C13OHsq99zZ
Arise Kapkures,remhUFMl0Ym
Arise and shine youth group,NX4igSBOumR
Arishley Action Group,Cv20DIAqnuh
Arishley maendeleo Women Group,Ji3KdJedIfK
Arithi Dairy Cattle,hLN3cwgbo7l
Armo Youth Group,sFdcOZCIKQT
Arroket Tushauriane Support Group,RcqlgFh4qeM
Arrow Africa ,gKV8X98W53x
Artesunate Injection (AS),d0SJM7Eucy8
Asai Youth Resource Centre,fhd3lFmyO2a
Asali Salama Youth Group,MGNdppzsIkG
Asayi Community Development Group,AekWuIXZw6B
Asayi Lion Tears Youth Group,wISLkPh7UN5
Asembo Support Group,ol8X2jNcfOZ
Asenya Widows And Orphans Support Group,EMtK2I2TGjG
Asenya Widows and Orphans Support Group,gYPzKcN2k5U
Ashama S.H Group,CHwIYo2oPft
Ashura Muslim Self Help Group,a1EgqjbPM1o
Asi Umu Women SHG,N7heMMQr3Yd
Asphanet Cbo,T79hHVGZKpJ
Aspirate,SuZNX2sMyTg
Association Pastoral Assistance,IYNNeylDmb3
Association for the physically disabled of Kenya ,uVeufzeKgRa
AstraZeneca,WctdWl92abL
Asubwe Women Group,OuhFxFFV8ar
Asutha women group ,dxJjH85HQDe
Aswalihat women group,Sxb34oYglkH
Asyai Ma Wikwatyo Self Help Group,lfZeppo81i9
Asyai ma wikwatwo SH group,TyRKxGbYGZf
Asymptomatic,KyEzXXFuILN
At  6  Months,LicGjXKhs7S
At 1 1/2 Year,FakNXYsnOhp
At 1 Year,DuqAhB58bzs
At 1 Years,U4SlYONEcIc
At 2 Years,U4YSjC99kgz
Atapar Self Help Group,W5LhI1a5Ijm
Atebwet Youth Group,KgHUoy7ZbOr
Atego Women Group,xrPYUgDSSaK
Athanja Community Health Workers,yHjNnW64HAh
Athanja Community policing ,NQSN6XqZlmR
Athi Mwangaza ADM. Group ,TCrIn15lhmC
Athimba vision youth group,ncuF5xe5u0w
Athnai Community Health Workers,GXzZsVQv06E
Athwana Blessed Disability,vEHLSGZLoIP
Athwana CHV SHG,GwvxBHRopp4
Athwana community health ,YLq8Dhidkqf
Aturet Community,XAsDEmAQrZM
Atypical Cells,JXwK4twBEWl
Augester Preparatory Centre,TBzn0G20KeB
Augumentin Resistant ,q4coDVkLo3D
Augumentin Sensitive,gD7O7g3oxKL
Auto Disable,Vu0hfa1bGEh
Available,IELgApgN73a
Avakana Vamasingila W.G,a61PicX4s8Q
AvangAngA Self Help Group,NRXP2ozRyZF
Average (2),CIGogTtr7Hi
Awa Shg,cATtp6oJkTO
Awale Metal Works,QbuN3kwQoHC
Awasi Discordant Couple Group,uGm3QNbG5zw
Awasi Post Test,xexlOj2J7ZQ
Awasi Posttest Support Group,emZ9GTvLGSy
Awendo Jiw Dendi Vct Centre,BKNRyHzbDm7
Awendo Post Test Support Group,iwmZJzDChz8
Awendo Vct Services,jqWmTQMohgg
Awino Nyayera S.H.G,AX4IOsOXcYR
Awuor Caregivers Support Women Group,g5ZJELObKfg
Awuor Women Community Group,xWxEwEw4DPT
Ayan Men Group,fo3F60q6G8E
Ayie Timo Women Group,aP3WeiPDRzw
Ayiemba Women Group,WKgWlzq4tGe
Azithromycin,MmdpJWAyEB8
BADILIKA COMMUNITY YOUTH FRIENDLY GROUP,kbNh0VlYHdJ
BADILIKA YOUTH GROUP,VO2zXordT5k
BAHATI COMMUNITY HEALTH ORGANIZATION,dtuBtzqiqQ3
BAHATI HIV INFORMATION PREVENTION NETWORK,EsYV4hxNh1J
BANDIAT FARMERS GROUP,UQ8so0zcGfl
BARAGOI DISABLED YOUTH GROUP,YAT0lai5ZcP
BARAKA CBO,EebzjQTAZqr
BARAKA COMMUNITY BASED ORG,RWWBTNdd2It
BARAKA JOINT ORGANIZATION,dAqDmWGWS6p
BARAKA SELF HELP GROUP,G7uiUbBwNgA
BARSALOI I.G.A YOUTH INITIATIVE,gAMAZccKgwh
BARSIELE COMMUITY HEALTH WORKERS ,CUF8Acaj6mU
BARWESA KIBAGENGE SHG,fMW3U0RrcxY
BCG Lymphadenitis,PTU6PlgDHlU
BEDIE,ekRAgo6PYq0
BEENES HIV AND AIDS CONTROL PROGRAMME,aBQZ4asHsEa
BEERSHEBA SHG,je8bvaTmMb9
BEMO YOUTH GROUP,IGAUVQRmWHu
BENOM NYARIL KOREE WOMEN GROUP,RFtZYrFdPeO
BERMA NGO,XFi2fldLrvC
BETHSAIDA EMPOWERMENT SUPPORT GROUP,X6rfw2FjNRr
BEWANVO SHG,xhU5SysocwP
BHESP,WsrHexLoubD
BIDII SUPPORT GROUP,c8GaQlRbGao
BIDII TWO YOUTH EUCATORS,QNkDhIYEmYY
BIDII YOUTH GROUP,M1tGeeO3Cln
BINGO - KENYA,BsmBdkHqkeV
BIOTISHO SELF HELP GROUP,L8CzLsILwTF
BIRIBIRIET EDUCATORS GROUP,E8A8bPLnK13
BLESSING HAND WOMEN GROUP,eFba7caJh2Y
BOIBOYET W.G.DANCE,AshPIIs2npU
BOIBOYO WOMEN GROUP,KxrCrlyH5Ub
BOISIO SELF HELP GROUP,c8LmdaGm2Yd
BOMER BEEKEEPERS,wAsDfjBfoBX
BOMET SOT HIV/AIDS AWARENESS AND DEV. URGENCY,aIodd7ROfuq
BOMET TAITA WOMEN GROUP,ehvQLwfNm1x
BONDENI COMMUNITY,s9MCQ8Gxvbf
BONDENI KAPSERET WOMEN GROUP,LNatYu4lIK4
BONDET SELF HELP GROUP,PNo2LbWNR9n
BOOCHI(Gembe Youth Group),C5E5d5RrA6C
BUNYERIAT WOMEN GROUP,HkEDZMf7VuI
BUSHILE ABAKIMATHI S.G,tF73W5Ixmzu
BUSOKON WOMEN GROUP,awDGSBngTZN
BUSOLION WOMEN GROUP,Yzbc8dPHehV
BUSTANI S.G,dR5P5wTzoUY
BUTA WOMEN GROUP,HxDc2bLRoYy
Baba Dogo Hope Alive,irrjoHdwEKX
Babaani CBO,QkFnd5Wvi3t
Babadogo Hope Alive,JNZsf9HPIAm
Baby Blessing Community Centre,wjAaD6JZh7c
Bachenya Endelea Group,h1bOBq7zLCB
Bacterial Vaginosis,CL6BYGo3jol
Bacterial typing,ZJ0YCSH798t
Bacteriologically Confirmed Cases,QZj6nyId1lQ
Bad (1),O8fI2fHqnuU
Badilika Community Youth Friendly Grp,fWYCc4kjJQ4
Badilika Self Help Group,ijEH9Y5oiGL
Badilika Support Group,oPwqoHOzTFP
Badilika Women Group,aRFb1gVlswf
Badilika Youth Group,sXCxAnEwAhY
Badilisha Mawazo S.H.G,z54UilpEDjN
Badobado Self Help Group,r4k28N4qAeJ
Badole Women Group,tx2LcSqgYwU
Bahari Welfare Group,jvEuXel4k0q
Bahati Network Women Grioup,vslP0yh9lSL
Bahati S Group,gDxQ848s7V8
Bahati Shg,pIUqPBopsiI
Bahati Support Group,BUd1paUzQdt
Bahati Women Group,QOalonxqCKs
Bahati Yg,eSr4uULTeCH
Bahati Youth Group,lkLCJhxtbU9
Bahatika Support,FNTpr1zA53X
Bairaya B SHG,VjfzfZ914Zu
Bajabi,cicA3camQ04
Bakacha B,QLu4xxDHmf9
Bakeries & confectionaries,kpiUoKqfOXo
Bakhita SHG,xdySD0LuFnf
Balambalis One Bunge Youth Group,dj1xUaPQIEH
Balchuma Self Help Group,Lp7VrMSkSQg
Bamama Self Help,VUzEgsGIxxr
Bamato Environmental And Sanitation Project,jTE6Pox93R4
Bamburi First Class Support Group,nV2Y880491D
Bamo self-help group,UvRbZPb5ApA
Bamukeni Women Group ,BqFR3KTyqaj
Banadir Self Help Group,Ww7hShBpmUZ
Banana S.H.G,wLZdnhEoGrm
Banane Youth Empowerment,pkgtn2KuxOS
Bananey Umbrella Youth Group,Hk3MT6akr8j
Banda street girls,W9oYaYRa20k
Bandaptai Shg  ,OtCRPERH5Su
Banena Youth  Development Action Group,eivZqsA5PQR
Bangladesh Community Development Group,vMCziPCGIZL
Bangladesh Disabled Group,NRmBgVbhXeP
Bangladesh Youth Empowerment,CtDpONo4NFF
Banisa Methinimo Youth Association,doxATIG0h2G
Banisa Muslim Development Forum,bO2sKGog0rP
Banisa Self Help Group,TDzoZdb60wB
Banisa Tawakal Women Group,cFmC4zYKkHA
Banja Serem Juakali Shg,wGGp5GkIL5u
Baobab Childrens Home,YArn5N1YhEv
Baptist Convention,yvqxbtfMtLh
Bar Agulu Moyie,VcMAijTGf0C
Bar Hostess Empowerment Kambi Moto Shg,Acgfw2BA8iI
Bar Ndege,QNl1loL5wDF
Baragoi Disabled Youth Group,SEdTPHpUfZq
Baragothey Youth Group,jKZV3izP7xH
Baragu Support Group Group,VUbG0x3RpWv
Barak South C,ulmC7cX6FDx
Barak Women Group,mVoBX6U4zBa
Baraka Cbo,HLIWJbx1JWS
Baraka Gakoromone,ARs8u4fYPyC
Baraka Gichira,qYQmjHABPiz
Baraka Gitiburi SHG,lRPADfNoZYT
Baraka Health Promoters Development Group,JcqzxOHqHup
Baraka Joint Organization,eqOCYEUgcQK
Baraka Mashambani Women Group,hhA7JA4E27x
Baraka Self Help Group,B9aXGDNqWYy
Baraka Women Group,TEYdEOj3Q4l
Baraka Youth Development,z9PFW273FaF
Baraka Youth Group,p9vVQ2aD0pf
Baraki Women Group,Ou9XrthJcKl
Barbarta Youth Group,xYJdZTmGfYY
Barhostels ,obybsdWpryz
Baricho Catholic Health Centre,Nn3uYw9unT2
Baricho Mwihoko Cbo,I5Y5e0iOyb4
Baridi Kwa Baridi Women Group,A0nWKRAlIXP
Baringo County,rNfsxMfXVXE
Barjin Honey Group,xdfMYx5hh2B
Barjini Welfare Association,Pg0KcJBmbnW
Barlin Women Group,YuqeSC1yo6O
Barometer Welfare Group,XFqtpkFl8LR
Barsaloi Evangelism Drama Group,bY21BwOxE47
Barsaloi I.G.A Youth Initiative,aeQ4xu6KTAI
Barsaloi Water &Irrigation Project,eXlQVYFHpQy
Barwaqo Sarira Women Group,IY28rxWsRrY
Barwaqo women group,Yrdgw3fOnO9
Barwessa youth group,KlKtrIgfu53
Baselines,OCtReuLJLTF
Basic Needs Needs Network,BcMcH0fZd6P
Batani Youth Group,RK6iqocwyQl
Bcl Health Care Support,P2NAooLdIgh
Beacon Of Hope International,zReWi5RRuGw
Beacon hope Y.G,c9rX6wGufr0
Beaming Broad,hbotcBjiYlx
Beautify Aberdare,hAjR0ptyZye
Bechi Shg,s0C5dQwMfpZ
Beds,GzPOgsgEAJO
Beeness HIV control program,tc0E3yibQTf
Beeness Hiv Control Program,xHDFHi9TkNG
Before Contact with Patient,y0Y0hrUOerg
Beginning / Opening balance,XPRsTcHWt4X
Beginning Balance,fC50Qz9bElf
Beginning Balance ,chEEp45RfWU
Beginning Balance (In Packs),Ugrl6BznO0Z
Beginning Balance.,nssOcpxPGoD
Behaviour Change Councellors,pOa3i7VUzrP
Bellocs Dorcas Women Group,uK4YM3BiOIC
Benevolent Education Centre For Rural Development (Becrd),Ye2EOSQpFEp
Benom SHG,ymW7Q7xRdTq
Berma,JmHKepsqc4w
Berur Fruits And Tree Nursery Shg,wQzlWmzZLab
Bessa Integrated Development Programme,JMcUMMJPn62
Best Lady Women Group,kdAOxGFIN6m
Betalife Cbo,IXY8lNxH1lm
Bethiel Welfare Group 2010,hMZ5UKJomkR
Bethsaida,Ly3VZjtxpJB
Bethsaida (2) Dairy Goat,bGMQpspRpKf
Bethsaida Orphans Care,PH6mYFlXbs8
Better Living Community Based Organisation,HIywXarKa4P
Better Living Empowerment Programme,UwN4eNuAaqs
Better Poverty Eradication Organisation,KkEF8iSdkzZ
Better Poverty Eradication Organization,yh8XMzYRVVn
Better povery eradication organisation ,eMNLDnVe6k8
Beullah Community Based Organization,h1x9OfU0m7w
Beyond 2008 Cbo,IWWXjrv8lSH
Beyond City Limit(BCL) Health Care Support,HMswgsJXAey
Beyond FGM Kenya,NoiIIUfv5Tc
Beyond city limits (BCL),mTUTkRY20hm
Biafra Amani Community Based Organization,rEVfLDOUyXv
Bibii Self Help Group,mDI8Yb9rgV9
Bidii Diani Scheme,FeWBfvZhVkI
Bidii Disabled SHG,ieXmxjOgFg8
Bidii Horticultural Group Shg,cD2wy6gwYnx
Bidii Onjinyo Yg,ySRvNWZqOAG
Bidii Self Help Group,dxG5qqPjSeG
Bidii Subira Youth Group,t9KDXOHzDGW
Bidii Support Group,f46v1evbkrt
Bidii Two Youth Eucators,VmbDwwrozce
Bidii Umbrella Farmers,UfqdhtBN3iq
Bidii Welfare CBO,KE5JnRECpsn
Bidii Women Group,OJE5PuTuOHT
Bidii Ya Mchwa Youth Group,a2md6RO1uTB
Bidii Youth Advocacy,BmoOeIsSkyE
Bidii Zetu S.H Group,ZoZlZQ7TD7X
Bie Jakinda Shg,bn38krF2BAG
Biftu Women Support,Cg4Jk9PExf7
Big Achievers Shg,HEE6E6Am4MX
Big Eleven Anti Hiv/Aids Fighters S.H,KicNLFVoQGr
Big Five  Youth Group,rNDqdoo3PEv
Big vision women group,Ru7Te8brq8A
Bilitu Women Group,ZdhHMfiMR0p
Bilqeir Youth Group,MUSBGX5RHfh
Bimus Amani Umoja Women Group,xKOSkUHHrYD
Bingwa Support Group,XfP1iZ54Ox7
Bingwa support Group,lvyWfuKbyUL
Birongo Youth Group,DUMYmYwzV5Z
Bisakhalwa,UnNbw9cdkV3
Bisharo Afya Women Group,dpjD5AmT82J
Bisik Youth Group,LdxD5UEwXYi
Bismillahi Katote Women Group,HuKW7LH1hb6
Bismillahi Self Help Group,TZZSv2sbtFE
Bismillahi Women Group,rSbEflcBGXn
Bismillahi Youth Group,lzA9j1siwLK
Bitare Banana Shg,oopWcMHboil
Biyotisho SHG,M1WymQqLg1T
Biyotisho Shg,gC0qzJY9d1z
Bizy Bee3 Self Help,VQhGZ2hVrBb
Blessed Centre Hope,ABXh0nzxBXz
Blessed Centre of Hope ,cmH4ijRzqrZ
Blessed Heart Centre,FIF75qRlreY
Blessed Ladies SHG,gkiKRRmgM9a
Blessed Mothers Union Group,F6O3OZdZ5Ae
Blessed Orphans And Guardians Cbo,DaBPCljN88v
Blessed PLHIV SHG,C7gLcbehghm
Blessed To Bless The Needy Widows,xpCMm9C9DPy
Blessed Women,pIeaDkSXEgr
Blessed mujujune disabled people SHG,YlTGbzTJmHV
Blessing Hand Women Group,jXpJMJNO3GO
Blessings Shg Club,AqtdOppI7vO
Blind(<3/60-NPL),uAKVkBkL4nH
Bliss Cbo,Bjest5vOq9l
Block A Community Based Organization ,SxToMJpW3nF
Block G. Cbo,g8FGF8g3GSm
Blockages  cases reported ,LP95VILB3gV
Blood,hyVj0m1BlGU
Bloodlife Initiative- Kenya,ItF3rgigrxF
Blue Cross Nyatike Com.Dev.Prog.,tf5gNVqmf89
Blue Eagle Youth Group,DmMb5BQrVaX
Blue Eagles ,Z7PdLQmiFMX
Bobo Bora women group,guvSc83D1bA
Bobwe Cbo,XmmiQg4kg6A
Boda Boda Riders,aTZ1n5C6qG1
Boda Boda Riders Female,DYtUvzwNwYX
Boda Boda Riders Male,bkwneeFNOml
Bodet Cbo Project,D6PtiCo1CBq
Bodhai Bula Rahma Women Group,DUNd3jY6rZF
Body Of Christ Ministries Orphans And Vulnerable Children Centre,wDSqz5TgjWa
Bogetenga South S.H.Group,PfAqakXP1Wo
Bogiakumu Nyauno Jua Kali,LYYqfnOYs78
Bogisanga Self Help Group,LEWwtDY9Xjd
Bogitaa Elck Church Chior,Ms0X2mTNZRs
Bogwendo Corban S.H. Group,y4ffhfFqbyA
Bogwendo Focal Area S.H. Group,M8DBpcmIkPi
Boiboyet W.G.Dance,oVTD5xNpTfE
Boikake Men Cbo,dNY5ZIolcSH
Boisanga Women Group,FCuJSiVu5b5
Boisio Self Help Group,qT8kFxSdMhc
Boitangare Self Help Group,JqJ65XqsNJT
Boka shg,bi1kY68WRmD
Bokinsibo Women Group,l1nr3fky5HO
Bokole Cdf Women Support Group,FughbcYBCc7
Bokole Youth Post Test Club,WExiC7VNaQE
Boma Bidii,SNYXzNrrB4c
Boma la tumaini VCT& resourse center,WjoqCWnA7v7
Bomabidii shg,qYYj7cRPH56
Bomani CU,LvvxCZuBt8I
Bomarema Self help Group,a8FaTBVc1dO
Bomariba Community Self Help Group,GFmiciShKGQ
Bombo Communith Unit,wYDsXKD2Iwn
Bomeni CBO,RCrwNk339Mk
Bomeni Community Unit,w8cHu1TK3rz
Bomer Beekeepers,tA76B7nErUN
Bomet County,kqpaYSUMcKh
Bomet Taita Women Group,tHmnTtasbiQ
Bomet Widows Support Organization,dDyTAwwhykb
Bomet sot HIV,xoFdaxgTLSc
Bomonyama Youth Volunteers,quU7boVjL5f
Bomonyara Giving Hope Orphans,wzw2mVsGTgg
Bomorenda Suntra Shg,VmTeqaloyPV
Bomu Rozida,Z6Qyb1VTObk
Bomwanda Fundis Shg,UMgCiRFfHJR
Bomwanda Lutheran Women Group,mPPckNpuwKR
Bonchari Persons With Disabilities,x5kR1cOwkmS
Bonchari Vision Timber Support Shg,vxvWnsiLPa2
Bondeni Christioan Widows W. G,pEbDcDwwd65
Bondeni Community,tGqUr8hXdB3
Bondeni Women Group,fUKpEf8HydF
Bondet Self Help Group,qN2cBMIVuTd
Bondo Farmers Fields School Network,pGKfQ0WFr63
Bondo Peer Counselors Support Group,ZOii7CE08A1
Bondo Stars Aids Youth Development Project,zodBZNBNsis
Bondo Youth Hiv/Aids Group,myJNk0MqQQz
Bondo moyie women group,N3tiiL7xCXz
Bone Alive,dwiXoozM7qK
Bone Dead,x3SmfGM1UZg
Bongwe Health,rkj3aW4F03b
Bongwe Health Community Unit,e7NIfOWrB0H
Bonsasa Plwas Shg,Ks4UE6Aot8E
Bonyakoboke Baptist Women,y0Xkn7sc4IJ
Bonyakoni Cu Shg,mrgWEHKplXp
Bonyamori W/G,mS32eFh6ivr
Bonyanchaire Integratedv Shg,Wge7cTisK3Y
Bonyarorande V.Y.G,wVE8oIdxLj1
Booster,Cvj2cz7uecG
Bora Imani Self Help Group,yTouRMTt3iQ
Bora W.G,j8FQFaYTlzp
Bora afya bomet east group,A6MxiYWn3F0
Borabora Women Group,tbMz5S4jua1
Borabu Beyond Y.G.,ozxhfz1Rghq
Borabu Millenium Youth Group,UGwlqAjMyTy
Borabu Social Supp. E.E,DJGuuhSMGA4
Borangi Youth Group,IzM2VMudc85
Border points,MlMCGonHagP
Boresha Afya SHG,rykeTYqGs12
Boresha Maisha(BORA),PGZdgZK2NLO
Bori women group ,MjnajXqczLS
Boria Dertu,bMzALdbHadD
Boria Dertu Self Help Group,KoqHNTu9sKt
Boria Reliable Shg,VhA27oNLW6o
Boriara Turuka S.H.G,kJzToHBD87z
Boriet S.H.G,UjBD0JnlqaT
Boroko Pineapple Self Help Group,pk2qlaNWh8F
Borongw W.G,a846KhC8gPK
Boror/Rongai Pastors Fellowship,UTY5NvrJprU
Boror/Rongai pastors fellowship,xPO02xGCQwI
Bororiet Women Group,OC0uhwxVyIW
Borot Women Group,QspHCe9sYSY
Borot women group,FcAx4X9FrnZ
Boru Haro Catholic Women Group,gwf6HHf4d0Z
Bosaga Busy Bee Youth Club,DHtUnhPmnEf
Bosoti Support Widows Women Group,r5cPr2QuRi6
